,cfrplus Return Against random,Order
9926,0.0,Second Moving
9927,0.0,Second Moving
9928,-4.0,Second Moving
9929,0.0,Second Moving
9930,2.0,Second Moving
9931,-2.0,Second Moving
9932,-1.0,Second Moving
9933,0.0,Second Moving
9934,-2.0,Second Moving
9935,4.0,Second Moving
9936,0.0,Second Moving
9937,-4.0,Second Moving
9938,-2.0,Second Moving
9939,-5.0,Second Moving
9940,0.0,Second Moving
9941,-2.0,Second Moving
9942,0.0,Second Moving
9943,-2.0,Second Moving
9944,-4.0,Second Moving
9945,4.0,Second Moving
9946,2.0,Second Moving
9947,-6.0,Second Moving
9948,-1.0,Second Moving
9949,0.0,Second Moving
9950,-1.0,Second Moving
9951,0.0,Second Moving
9952,4.0,Second Moving
9953,4.0,Second Moving
9954,0.0,Second Moving
9955,-2.0,Second Moving
9956,-2.0,Second Moving
9957,0.0,Second Moving
9958,-1.0,Second Moving
9959,-2.0,Second Moving
9960,0.0,Second Moving
9961,2.0,Second Moving
9962,0.0,Second Moving
9963,-1.0,Second Moving
9964,2.0,Second Moving
9965,-3.0,Second Moving
9966,4.0,Second Moving
9967,0.0,Second Moving
9968,-2.0,Second Moving
9969,-4.0,Second Moving
9970,-1.0,Second Moving
9971,-1.0,Second Moving
9972,4.0,Second Moving
9973,0.0,Second Moving
9974,-4.0,Second Moving
9975,2.0,Second Moving
9976,-2.0,Second Moving
9977,0.0,Second Moving
9978,-2.0,Second Moving
9979,-4.0,Second Moving
9980,-2.0,Second Moving
9981,-2.0,Second Moving
9982,-1.0,Second Moving
9983,-2.0,Second Moving
9984,-7.0,Second Moving
9985,0.0,Second Moving
9986,-4.0,Second Moving
9987,-5.0,Second Moving
9988,-4.0,Second Moving
9989,0.0,Second Moving
9990,-4.0,Second Moving
9991,-3.0,Second Moving
9992,0.0,Second Moving
9993,-2.0,Second Moving
9994,2.0,Second Moving
9995,-1.0,Second Moving
9996,-3.0,Second Moving
9997,-2.0,Second Moving
9998,2.0,Second Moving
9999,0.0,Second Moving
10000,2.0,First Moving
10001,2.0,First Moving
10002,4.0,First Moving
10003,4.0,First Moving
10004,3.0,First Moving
10005,4.0,First Moving
10006,1.0,First Moving
10007,6.0,First Moving
10008,4.0,First Moving
10009,2.0,First Moving
10010,2.0,First Moving
10011,1.0,First Moving
10012,4.0,First Moving
10013,2.0,First Moving
10014,1.0,First Moving
10015,0.0,First Moving
10016,6.0,First Moving
10017,4.0,First Moving
10018,3.0,First Moving
10019,4.0,First Moving
10020,2.0,First Moving
10021,2.0,First Moving
10022,4.0,First Moving
10023,3.0,First Moving
10024,1.0,First Moving
10025,2.0,First Moving
10026,4.0,First Moving
10027,4.0,First Moving
10028,3.0,First Moving
10029,7.0,First Moving
10030,7.0,First Moving
10031,4.0,First Moving
10032,4.0,First Moving
10033,2.0,First Moving
10034,0.0,First Moving
10035,2.0,First Moving
10036,4.0,First Moving
10037,2.0,First Moving
10038,3.0,First Moving
10039,2.0,First Moving
10040,0.0,First Moving
10041,2.0,First Moving
10042,4.0,First Moving
10043,2.0,First Moving
10044,2.0,First Moving
10045,4.0,First Moving
10046,4.0,First Moving
10047,0.0,First Moving
10048,3.0,First Moving
10049,2.0,First Moving
10050,1.0,First Moving
10051,0.0,First Moving
10052,0.0,First Moving
10053,4.0,First Moving
10054,2.0,First Moving
10055,3.0,First Moving
10056,2.0,First Moving
10057,4.0,First Moving
10058,6.0,First Moving
10059,2.0,First Moving
10060,4.0,First Moving
10061,4.0,First Moving
10062,2.0,First Moving
10063,6.0,First Moving
10064,2.0,First Moving
10065,0.0,First Moving
10066,3.0,First Moving
10067,4.0,First Moving
10068,1.0,First Moving
10069,4.0,First Moving
10070,3.0,First Moving
10071,1.0,First Moving
10072,4.0,First Moving
10073,6.0,First Moving
10074,2.0,First Moving
10075,4.0,First Moving
10076,2.0,First Moving
10077,4.0,First Moving
10078,1.0,First Moving
10079,4.0,First Moving
10080,5.0,First Moving
10081,2.0,First Moving
10082,4.0,First Moving
10083,2.0,First Moving
10084,4.0,First Moving
10085,2.0,First Moving
10086,4.0,First Moving
10087,0.0,First Moving
10088,0.0,First Moving
10089,7.0,First Moving
10090,4.0,First Moving
10091,6.0,First Moving
10092,2.0,First Moving
10093,2.0,First Moving
10094,2.0,First Moving
10095,0.0,First Moving
10096,0.0,First Moving
10097,4.0,First Moving
10098,4.0,First Moving
10099,2.0,First Moving
10100,3.0,First Moving
10101,0.0,First Moving
10102,6.0,First Moving
10103,4.0,First Moving
10104,0.0,First Moving
10105,3.0,First Moving
10106,2.0,First Moving
10107,0.0,First Moving
10108,0.0,First Moving
10109,0.0,First Moving
10110,2.0,First Moving
10111,2.0,First Moving
10112,2.0,First Moving
10113,0.0,First Moving
10114,1.0,First Moving
10115,0.0,First Moving
10116,4.0,First Moving
10117,2.0,First Moving
10118,0.0,First Moving
10119,3.0,First Moving
10120,0.0,First Moving
10121,4.0,First Moving
10122,2.0,First Moving
10123,3.0,First Moving
10124,0.0,First Moving
10125,3.0,First Moving
10126,-2.0,First Moving
10127,2.0,First Moving
10128,0.0,First Moving
10129,0.0,First Moving
10130,3.0,First Moving
10131,2.0,First Moving
10132,6.0,First Moving
10133,6.0,First Moving
10134,4.0,First Moving
10135,4.0,First Moving
10136,2.0,First Moving
10137,4.0,First Moving
10138,6.0,First Moving
10139,0.0,First Moving
10140,4.0,First Moving
10141,2.0,First Moving
10142,1.0,First Moving
10143,7.0,First Moving
10144,0.0,First Moving
10145,6.0,First Moving
10146,2.0,First Moving
10147,2.0,First Moving
10148,0.0,First Moving
10149,4.0,First Moving
10150,6.0,First Moving
10151,1.0,First Moving
10152,3.0,First Moving
10153,-2.0,First Moving
10154,2.0,First Moving
10155,4.0,First Moving
10156,3.0,First Moving
10157,1.0,First Moving
10158,-2.0,First Moving
10159,0.0,First Moving
10160,0.0,First Moving
10161,-2.0,First Moving
10162,4.0,First Moving
10163,2.0,First Moving
10164,2.0,First Moving
10165,4.0,First Moving
10166,3.0,First Moving
10167,3.0,First Moving
10168,6.0,First Moving
10169,0.0,First Moving
10170,6.0,First Moving
10171,3.0,First Moving
10172,6.0,First Moving
10173,6.0,First Moving
10174,0.0,First Moving
10175,2.0,First Moving
10176,2.0,First Moving
10177,4.0,First Moving
10178,2.0,First Moving
10179,0.0,First Moving
10180,6.0,First Moving
10181,-2.0,First Moving
10182,4.0,First Moving
10183,2.0,First Moving
10184,0.0,First Moving
10185,0.0,First Moving
10186,2.0,First Moving
10187,0.0,First Moving
10188,2.0,First Moving
10189,0.0,First Moving
10190,4.0,First Moving
10191,2.0,First Moving
10192,2.0,First Moving
10193,0.0,First Moving
10194,2.0,First Moving
10195,2.0,First Moving
10196,3.0,First Moving
10197,0.0,First Moving
10198,3.0,First Moving
10199,3.0,First Moving
10200,2.0,First Moving
10201,1.0,First Moving
10202,3.0,First Moving
10203,2.0,First Moving
10204,2.0,First Moving
10205,4.0,First Moving
10206,6.0,First Moving
10207,-2.0,First Moving
10208,2.0,First Moving
10209,0.0,First Moving
10210,2.0,First Moving
10211,-2.0,First Moving
10212,2.0,First Moving
10213,4.0,First Moving
10214,2.0,First Moving
10215,6.0,First Moving
10216,6.0,First Moving
10217,2.0,First Moving
10218,6.0,First Moving
10219,-2.0,First Moving
10220,3.0,First Moving
10221,2.0,First Moving
10222,4.0,First Moving
10223,0.0,First Moving
10224,3.0,First Moving
10225,3.0,First Moving
10226,6.0,First Moving
10227,1.0,First Moving
10228,2.0,First Moving
10229,1.0,First Moving
10230,1.0,First Moving
10231,1.0,First Moving
10232,6.0,First Moving
10233,0.0,First Moving
10234,6.0,First Moving
10235,1.0,First Moving
10236,5.0,First Moving
10237,3.0,First Moving
10238,0.0,First Moving
10239,4.0,First Moving
10240,2.0,First Moving
10241,0.0,First Moving
10242,5.0,First Moving
10243,4.0,First Moving
10244,1.0,First Moving
10245,2.0,First Moving
10246,3.0,First Moving
10247,7.0,First Moving
10248,0.0,First Moving
10249,7.0,First Moving
10250,2.0,First Moving
10251,6.0,First Moving
10252,3.0,First Moving
10253,3.0,First Moving
10254,2.0,First Moving
10255,0.0,First Moving
10256,7.0,First Moving
10257,4.0,First Moving
10258,0.0,First Moving
10259,0.0,First Moving
10260,2.0,First Moving
10261,7.0,First Moving
10262,2.0,First Moving
10263,6.0,First Moving
10264,2.0,First Moving
10265,-2.0,First Moving
10266,3.0,First Moving
10267,2.0,First Moving
10268,1.0,First Moving
10269,6.0,First Moving
10270,2.0,First Moving
10271,2.0,First Moving
10272,5.0,First Moving
10273,6.0,First Moving
10274,-2.0,First Moving
10275,2.0,First Moving
10276,2.0,First Moving
10277,1.0,First Moving
10278,6.0,First Moving
10279,2.0,First Moving
10280,2.0,First Moving
10281,2.0,First Moving
10282,2.0,First Moving
10283,1.0,First Moving
10284,7.0,First Moving
10285,1.0,First Moving
10286,5.0,First Moving
10287,0.0,First Moving
10288,4.0,First Moving
10289,3.0,First Moving
10290,2.0,First Moving
10291,2.0,First Moving
10292,4.0,First Moving
10293,1.0,First Moving
10294,-2.0,First Moving
10295,0.0,First Moving
10296,1.0,First Moving
10297,4.0,First Moving
10298,4.0,First Moving
10299,3.0,First Moving
10300,3.0,First Moving
10301,0.0,First Moving
10302,1.0,First Moving
10303,2.0,First Moving
10304,4.0,First Moving
10305,2.0,First Moving
10306,0.0,First Moving
10307,3.0,First Moving
10308,0.0,First Moving
10309,4.0,First Moving
10310,1.0,First Moving
10311,1.0,First Moving
10312,2.0,First Moving
10313,3.0,First Moving
10314,0.0,First Moving
10315,2.0,First Moving
10316,3.0,First Moving
10317,1.0,First Moving
10318,0.0,First Moving
10319,0.0,First Moving
10320,5.0,First Moving
10321,2.0,First Moving
10322,3.0,First Moving
10323,0.0,First Moving
10324,4.0,First Moving
10325,0.0,First Moving
10326,0.0,First Moving
10327,2.0,First Moving
10328,5.0,First Moving
10329,0.0,First Moving
10330,4.0,First Moving
10331,0.0,First Moving
10332,1.0,First Moving
10333,3.0,First Moving
10334,7.0,First Moving
10335,2.0,First Moving
10336,3.0,First Moving
10337,3.0,First Moving
10338,1.0,First Moving
10339,4.0,First Moving
10340,2.0,First Moving
10341,2.0,First Moving
10342,4.0,First Moving
10343,1.0,First Moving
10344,4.0,First Moving
10345,2.0,First Moving
10346,2.0,First Moving
10347,4.0,First Moving
10348,4.0,First Moving
10349,0.0,First Moving
10350,4.0,First Moving
10351,0.0,First Moving
10352,3.0,First Moving
10353,2.0,First Moving
10354,4.0,First Moving
10355,0.0,First Moving
10356,3.0,First Moving
10357,2.0,First Moving
10358,2.0,First Moving
10359,0.0,First Moving
10360,2.0,First Moving
10361,2.0,First Moving
10362,6.0,First Moving
10363,6.0,First Moving
10364,4.0,First Moving
10365,5.0,First Moving
10366,6.0,First Moving
10367,2.0,First Moving
10368,4.0,First Moving
10369,2.0,First Moving
10370,2.0,First Moving
10371,0.0,First Moving
10372,4.0,First Moving
10373,3.0,First Moving
10374,0.0,First Moving
10375,2.0,First Moving
10376,1.0,First Moving
10377,0.0,First Moving
10378,2.0,First Moving
10379,6.0,First Moving
10380,4.0,First Moving
10381,2.0,First Moving
10382,0.0,First Moving
10383,6.0,First Moving
10384,5.0,First Moving
10385,3.0,First Moving
10386,4.0,First Moving
10387,2.0,First Moving
10388,2.0,First Moving
10389,2.0,First Moving
10390,3.0,First Moving
10391,2.0,First Moving
10392,4.0,First Moving
10393,6.0,First Moving
10394,4.0,First Moving
10395,2.0,First Moving
10396,2.0,First Moving
10397,3.0,First Moving
10398,2.0,First Moving
10399,4.0,First Moving
10400,2.0,First Moving
10401,2.0,First Moving
10402,4.0,First Moving
10403,1.0,First Moving
10404,1.0,First Moving
10405,4.0,First Moving
10406,4.0,First Moving
10407,0.0,First Moving
10408,0.0,First Moving
10409,2.0,First Moving
10410,2.0,First Moving
10411,4.0,First Moving
10412,2.0,First Moving
10413,0.0,First Moving
10414,3.0,First Moving
10415,2.0,First Moving
10416,6.0,First Moving
10417,3.0,First Moving
10418,0.0,First Moving
10419,4.0,First Moving
10420,4.0,First Moving
10421,2.0,First Moving
10422,4.0,First Moving
10423,0.0,First Moving
10424,2.0,First Moving
10425,0.0,First Moving
10426,4.0,First Moving
10427,4.0,First Moving
10428,2.0,First Moving
10429,0.0,First Moving
10430,5.0,First Moving
10431,1.0,First Moving
10432,1.0,First Moving
10433,0.0,First Moving
10434,2.0,First Moving
10435,3.0,First Moving
10436,1.0,First Moving
10437,0.0,First Moving
10438,6.0,First Moving
10439,0.0,First Moving
10440,1.0,First Moving
10441,2.0,First Moving
10442,7.0,First Moving
10443,3.0,First Moving
10444,0.0,First Moving
10445,2.0,First Moving
10446,4.0,First Moving
10447,6.0,First Moving
10448,2.0,First Moving
10449,1.0,First Moving
10450,0.0,First Moving
10451,4.0,First Moving
10452,0.0,First Moving
10453,2.0,First Moving
10454,0.0,First Moving
10455,-2.0,First Moving
10456,6.0,First Moving
10457,4.0,First Moving
10458,4.0,First Moving
10459,6.0,First Moving
10460,1.0,First Moving
10461,4.0,First Moving
10462,0.0,First Moving
10463,0.0,First Moving
10464,0.0,First Moving
10465,0.0,First Moving
10466,0.0,First Moving
10467,2.0,First Moving
10468,2.0,First Moving
10469,4.0,First Moving
10470,4.0,First Moving
10471,4.0,First Moving
10472,0.0,First Moving
10473,7.0,First Moving
10474,0.0,First Moving
10475,5.0,First Moving
10476,0.0,First Moving
10477,2.0,First Moving
10478,6.0,First Moving
10479,5.0,First Moving
10480,4.0,First Moving
10481,0.0,First Moving
10482,4.0,First Moving
10483,0.0,First Moving
10484,2.0,First Moving
10485,2.0,First Moving
10486,4.0,First Moving
10487,2.0,First Moving
10488,2.0,First Moving
10489,0.0,First Moving
10490,6.0,First Moving
10491,2.0,First Moving
10492,4.0,First Moving
10493,-2.0,First Moving
10494,1.0,First Moving
10495,0.0,First Moving
10496,0.0,First Moving
10497,2.0,First Moving
10498,4.0,First Moving
10499,2.0,First Moving
10500,2.0,First Moving
10501,2.0,First Moving
10502,2.0,First Moving
10503,7.0,First Moving
10504,6.0,First Moving
10505,2.0,First Moving
10506,4.0,First Moving
10507,1.0,First Moving
10508,-2.0,First Moving
10509,0.0,First Moving
10510,2.0,First Moving
10511,6.0,First Moving
10512,1.0,First Moving
10513,4.0,First Moving
10514,0.0,First Moving
10515,2.0,First Moving
10516,4.0,First Moving
10517,1.0,First Moving
10518,0.0,First Moving
10519,-2.0,First Moving
10520,2.0,First Moving
10521,2.0,First Moving
10522,2.0,First Moving
10523,6.0,First Moving
10524,2.0,First Moving
10525,2.0,First Moving
10526,-2.0,First Moving
10527,4.0,First Moving
10528,3.0,First Moving
10529,4.0,First Moving
10530,2.0,First Moving
10531,2.0,First Moving
10532,2.0,First Moving
10533,0.0,First Moving
10534,4.0,First Moving
10535,4.0,First Moving
10536,0.0,First Moving
10537,2.0,First Moving
10538,2.0,First Moving
10539,1.0,First Moving
10540,2.0,First Moving
10541,2.0,First Moving
10542,6.0,First Moving
10543,6.0,First Moving
10544,4.0,First Moving
10545,0.0,First Moving
10546,0.0,First Moving
10547,0.0,First Moving
10548,4.0,First Moving
10549,4.0,First Moving
10550,0.0,First Moving
10551,6.0,First Moving
10552,6.0,First Moving
10553,2.0,First Moving
10554,1.0,First Moving
10555,4.0,First Moving
10556,4.0,First Moving
10557,2.0,First Moving
10558,1.0,First Moving
10559,4.0,First Moving
10560,6.0,First Moving
10561,4.0,First Moving
10562,6.0,First Moving
10563,0.0,First Moving
10564,2.0,First Moving
10565,1.0,First Moving
10566,0.0,First Moving
10567,0.0,First Moving
10568,4.0,First Moving
10569,2.0,First Moving
10570,4.0,First Moving
10571,4.0,First Moving
10572,6.0,First Moving
10573,0.0,First Moving
10574,-2.0,First Moving
10575,2.0,First Moving
10576,3.0,First Moving
10577,0.0,First Moving
10578,2.0,First Moving
10579,4.0,First Moving
10580,4.0,First Moving
10581,4.0,First Moving
10582,-2.0,First Moving
10583,4.0,First Moving
10584,0.0,First Moving
10585,1.0,First Moving
10586,-2.0,First Moving
10587,2.0,First Moving
10588,4.0,First Moving
10589,3.0,First Moving
10590,6.0,First Moving
10591,2.0,First Moving
10592,4.0,First Moving
10593,3.0,First Moving
10594,1.0,First Moving
10595,0.0,First Moving
10596,0.0,First Moving
10597,-2.0,First Moving
10598,0.0,First Moving
10599,4.0,First Moving
10600,0.0,First Moving
10601,6.0,First Moving
10602,4.0,First Moving
10603,4.0,First Moving
10604,1.0,First Moving
10605,3.0,First Moving
10606,6.0,First Moving
10607,1.0,First Moving
10608,2.0,First Moving
10609,5.0,First Moving
10610,2.0,First Moving
10611,2.0,First Moving
10612,0.0,First Moving
10613,3.0,First Moving
10614,6.0,First Moving
10615,-2.0,First Moving
10616,1.0,First Moving
10617,2.0,First Moving
10618,0.0,First Moving
10619,0.0,First Moving
10620,0.0,First Moving
10621,4.0,First Moving
10622,2.0,First Moving
10623,2.0,First Moving
10624,2.0,First Moving
10625,6.0,First Moving
10626,2.0,First Moving
10627,2.0,First Moving
10628,4.0,First Moving
10629,-2.0,First Moving
10630,4.0,First Moving
10631,6.0,First Moving
10632,0.0,First Moving
10633,3.0,First Moving
10634,0.0,First Moving
10635,4.0,First Moving
10636,1.0,First Moving
10637,4.0,First Moving
10638,4.0,First Moving
10639,2.0,First Moving
10640,-2.0,First Moving
10641,5.0,First Moving
10642,1.0,First Moving
10643,3.0,First Moving
10644,7.0,First Moving
10645,0.0,First Moving
10646,2.0,First Moving
10647,7.0,First Moving
10648,4.0,First Moving
10649,2.0,First Moving
10650,0.0,First Moving
10651,2.0,First Moving
10652,7.0,First Moving
10653,3.0,First Moving
10654,2.0,First Moving
10655,6.0,First Moving
10656,3.0,First Moving
10657,6.0,First Moving
10658,2.0,First Moving
10659,2.0,First Moving
10660,4.0,First Moving
10661,4.0,First Moving
10662,0.0,First Moving
10663,2.0,First Moving
10664,3.0,First Moving
10665,4.0,First Moving
10666,3.0,First Moving
10667,2.0,First Moving
10668,4.0,First Moving
10669,0.0,First Moving
10670,0.0,First Moving
10671,4.0,First Moving
10672,3.0,First Moving
10673,1.0,First Moving
10674,0.0,First Moving
10675,2.0,First Moving
10676,4.0,First Moving
10677,0.0,First Moving
10678,3.0,First Moving
10679,0.0,First Moving
10680,3.0,First Moving
10681,4.0,First Moving
10682,0.0,First Moving
10683,4.0,First Moving
10684,6.0,First Moving
10685,3.0,First Moving
10686,7.0,First Moving
10687,2.0,First Moving
10688,2.0,First Moving
10689,0.0,First Moving
10690,3.0,First Moving
10691,-2.0,First Moving
10692,4.0,First Moving
10693,1.0,First Moving
10694,0.0,First Moving
10695,2.0,First Moving
10696,0.0,First Moving
10697,4.0,First Moving
10698,-2.0,First Moving
10699,2.0,First Moving
10700,0.0,First Moving
10701,3.0,First Moving
10702,0.0,First Moving
10703,2.0,First Moving
10704,0.0,First Moving
10705,4.0,First Moving
10706,1.0,First Moving
10707,0.0,First Moving
10708,1.0,First Moving
10709,4.0,First Moving
10710,2.0,First Moving
10711,3.0,First Moving
10712,4.0,First Moving
10713,2.0,First Moving
10714,2.0,First Moving
10715,0.0,First Moving
10716,0.0,First Moving
10717,2.0,First Moving
10718,3.0,First Moving
10719,4.0,First Moving
10720,2.0,First Moving
10721,3.0,First Moving
10722,2.0,First Moving
10723,0.0,First Moving
10724,2.0,First Moving
10725,6.0,First Moving
10726,3.0,First Moving
10727,0.0,First Moving
10728,4.0,First Moving
10729,2.0,First Moving
10730,2.0,First Moving
10731,4.0,First Moving
10732,4.0,First Moving
10733,4.0,First Moving
10734,4.0,First Moving
10735,6.0,First Moving
10736,2.0,First Moving
10737,4.0,First Moving
10738,4.0,First Moving
10739,5.0,First Moving
10740,2.0,First Moving
10741,2.0,First Moving
10742,4.0,First Moving
10743,-2.0,First Moving
10744,6.0,First Moving
10745,2.0,First Moving
10746,4.0,First Moving
10747,4.0,First Moving
10748,2.0,First Moving
10749,2.0,First Moving
10750,3.0,First Moving
10751,0.0,First Moving
10752,2.0,First Moving
10753,2.0,First Moving
10754,6.0,First Moving
10755,2.0,First Moving
10756,2.0,First Moving
10757,2.0,First Moving
10758,2.0,First Moving
10759,4.0,First Moving
10760,4.0,First Moving
10761,2.0,First Moving
10762,4.0,First Moving
10763,2.0,First Moving
10764,1.0,First Moving
10765,2.0,First Moving
10766,4.0,First Moving
10767,1.0,First Moving
10768,4.0,First Moving
10769,-2.0,First Moving
10770,1.0,First Moving
10771,2.0,First Moving
10772,4.0,First Moving
10773,2.0,First Moving
10774,2.0,First Moving
10775,6.0,First Moving
10776,4.0,First Moving
10777,2.0,First Moving
10778,0.0,First Moving
10779,1.0,First Moving
10780,5.0,First Moving
10781,2.0,First Moving
10782,4.0,First Moving
10783,3.0,First Moving
10784,3.0,First Moving
10785,2.0,First Moving
10786,4.0,First Moving
10787,3.0,First Moving
10788,2.0,First Moving
10789,1.0,First Moving
10790,0.0,First Moving
10791,2.0,First Moving
10792,0.0,First Moving
10793,4.0,First Moving
10794,3.0,First Moving
10795,2.0,First Moving
10796,-2.0,First Moving
10797,2.0,First Moving
10798,0.0,First Moving
10799,2.0,First Moving
10800,1.0,First Moving
10801,0.0,First Moving
10802,5.0,First Moving
10803,0.0,First Moving
10804,2.0,First Moving
10805,1.0,First Moving
10806,3.0,First Moving
10807,3.0,First Moving
10808,1.0,First Moving
10809,0.0,First Moving
10810,0.0,First Moving
10811,2.0,First Moving
10812,1.0,First Moving
10813,2.0,First Moving
10814,4.0,First Moving
10815,2.0,First Moving
10816,2.0,First Moving
10817,1.0,First Moving
10818,4.0,First Moving
10819,1.0,First Moving
